Geneid	Length	SRR10758340	SRR10758341	SRR10758342	SRR10758343	SRR10758344	SRR10758345	SRR10758346	SRR10758347	SRR10758348	SRR10758349	SRR22746225	SRR22746226	SRR22746227	SRR22746228	SRR8508226	SRR8508227	SRR8508228	SRR8508229	SRR8508230	SRR8508231	SRR8508232	SRR8508233	SRR5877048	SRR5877049	SRR5877050	SRR5877051	SRR5877052	SRR5877053	SRR5877054	SRR5877055	SRR5877056	SRR5877057	SRR5877058	SRR5877059	SRR5877060	SRR5877061	SRR6715625	SRR6715626	SRR6715627	SRR6715628	SRR6715629	SRR6715630
EQU24_RS07095	870	248	311	239	215	567	331	325	176	449	1068	3091	2274	2971	2980	1135	1435	1050	1289	745	1115	1251	1206	4969	3777	1763	1498	1198	1857	2532	2295	1218	2388	2990	1941	2189	1196	838	640	383	3638	2252	2060
EQU24_RS07100	777	466	664	356	521	832	443	434	223	489	1090	5116	3812	4549	4104	1315	1432	1180	1380	704	1163	1133	983	4417	4091	1741	1214	1114	1504	1935	1678	980	1722	2606	1766	2645	1655	850	492	413	2256	1722	1618
EQU24_RS07110	729	173	289	532	104	175	155	702	544	211	480	6209	4396	3844	3405	671	805	678	1199	399	704	831	433	7706	7860	3229	2164	1565	2756	3875	4174	1779	4161	2115	1627	2452	1349	1001	707	486	5945	3544	3222
EQU24_RS07115	1587	316	491	594	232	859	616	771	677	357	1107	11998	8008	8295	7452	2859	3287	2718	3553	1390	2353	2785	2033	16821	15129	6700	4342	3685	5730	7839	8222	3964	7969	4700	3600	4934	3680	3300	1918	2186	11892	7556	6855
EQU24_RS22910	936	220	354	287	174	483	373	392	232	263	452	8820	5443	4858	4171	1394	1526	1326	1463	758	1360	1772	830	6492	6889	2604	1642	1966	1862	3142	2518	1901	2498	2101	1490	1601	1576	2003	690	922	2509	2210	1984
EQU24_RS07130	2136	978	1315	2109	869	1116	833	2489	2172	856	1309	10783	8219	6987	5802	2901	3305	2612	3268	1582	2512	3271	2303	11676	10551	5048	3016	3447	4360	6899	5020	3057	4947	3868	2962	2904	2765	3196	1621	1866	5797	4845	4298
EQU24_RS07135	567	398	670	253	297	759	548	307	231	521	959	6310	4618	4353	3575	2327	3043	2375	3019	1460	2244	2761	2294	7000	5962	3347	2374	1596	2332	2889	2927	1833	3277	2562	2285	2217	1923	1138	745	458	4849	3252	2922
EQU24_RS07140	438	272	449	577	212	422	307	711	483	308	780	5408	3937	3761	3233	1482	1710	1498	1854	802	1260	1914	1018	5510	5144	2247	1460	1621	1756	2501	2512	1864	2584	2024	1388	1498	1275	996	594	565	3193	2679	2405
EQU24_RS07150	759	75	197	429	76	359	232	483	371	251	530	2310	1571	1690	1515	1311	1192	1264	1042	1212	1742	1725	828	2648	2281	1130	730	670	951	1326	1012	603	1067	1387	863	900	1024	553	364	334	1618	1184	1035
EQU24_RS07155	594	65	136	221	69	255	160	242	182	171	304	2826	1912	2060	1736	489	420	502	471	356	533	683	260	2819	2517	811	533	530	759	1022	760	493	737	1095	584	623	741	367	238	193	1007	734	739
EQU24_RS07165	1293	1095	1047	4223	1283	4724	3076	3067	3877	1637	5329	60487	42219	34185	26730	3127	3909	2637	4490	1462	2156	3282	2133	85727	83174	20631	13349	13908	19276	24954	25034	13970	24679	20145	17275	7731	8098	2673	1310	2130	29152	23591	22426
EQU24_RS07170	339	2327	2972	8813	4331	21678	13898	7161	8947	4049	8945	30385	21991	18299	15325	6739	7207	4776	7153	2906	4134	5657	4057	107776	106944	24339	17465	15577	22360	29621	28140	14920	26718	20008	22348	9919	12364	8880	5796	5535	35710	26217	25548
EQU24_RS07175	1257	1776	1481	33924	13754	109879	73083	28689	47555	8776	25345	137793	107929	78609	61514	10339	7668	4093	5924	4646	5106	7299	3055	464222	435659	98708	67384	72799	99510	144005	114734	64069	114546	84527	132821	34219	37169	11518	5514	9175	157683	114659	114590
EQU24_RS07180	339	360	322	3392	3203	36903	23825	3006	4019	2636	5686	22160	17793	13014	10194	2771	2117	920	1335	1307	1294	1646	960	109833	101876	23997	16897	20592	28896	38396	30590	15942	30377	27001	34808	9408	10259	2555	1449	1986	44190	29680	28973
EQU24_RS07185	1410	14089	15353	41470	22444	85380	62396	25658	31216	17013	41291	324613	243547	186507	162381	25791	34000	24411	43085	13711	19151	27846	22140	543585	508589	196224	132080	116715	181574	265171	206605	107503	211052	174313	221461	83741	78886	32034	19506	15350	264447	181512	170558
EQU24_RS07190	1050	154	206	697	222	21640	10230	592	539	428	1056	8041	5666	6128	5049	1044	882	591	727	496	630	802	563	30738	26079	9606	6106	7027	11183	13856	9082	4667	9462	8848	5688	2773	2691	1106	658	1790	13051	8460	7773
EQU24_RS07195	1410	316	460	2314	985	10800	8216	1393	1815	674	1638	18152	11483	11246	9320	1597	1684	1308	1424	919	1285	1788	869	47500	39769	11423	6911	11573	13941	20768	11116	7904	12207	11120	7169	3564	3763	1942	906	2153	15424	10743	10130
EQU24_RS07200	1905	14436	19439	21782	11692	8716	7049	15628	11297	11787	18907	128789	94723	74780	62534	62127	75486	62100	61100	33513	53430	73319	41008	153407	153751	57442	38996	20777	33499	53528	53388	22967	51306	54503	94363	37972	28442	15294	9775	8370	61407	44119	41995
EQU24_RS07205	3069	639	949	2026	639	782	650	2153	2070	691	1281	14604	10550	9217	8113	2292	2715	2217	3126	1615	2250	3059	2028	12772	12150	4207	2712	2743	3940	5744	4733	2574	4549	3562	1996	2992	3172	2752	1458	1514	5353	4091	3876
EQU24_RS07210	1059	138	211	533	92	370	232	612	588	196	704	5385	3589	3402	3281	821	894	881	1070	656	939	1048	697	4371	4442	1423	947	706	1009	1352	1565	716	1394	1282	843	890	1053	795	539	468	1779	1267	1192
EQU24_RS07215	651	110	186	242	93	620	334	272	230	243	1113	3145	2144	2463	2182	1181	1408	1287	1564	712	1142	1439	917	6001	5847	1989	1357	751	1334	1719	1918	807	1792	1530	775	1123	1219	996	864	663	2885	1891	1612
EQU24_RS07220	2109	747	1271	1349	750	1403	1079	1273	1149	855	991	18355	12987	11059	9318	3579	4527	3493	4389	2195	3217	4443	3131	12119	11342	4636	3026	2831	4175	6253	5634	3095	5778	4584	4971	4356	3877	2490	1535	1695	7057	5132	4644
EQU24_RS07225	474	175	265	113	164	501	309	131	96	212	357	2806	2045	1921	1717	1113	1483	1126	1189	725	1039	1233	1030	3871	3594	1465	950	850	1228	1762	1629	1007	1701	1260	1077	1309	1149	713	419	473	2235	1690	1494
EQU24_RS07230	2205	370	488	601	316	682	518	613	553	438	486	9525	7035	5723	5105	1674	2107	1725	2021	979	1540	2128	1487	7574	7010	2519	1555	1640	2122	3063	2921	1699	2882	2465	1381	1710	2016	2011	1118	1256	3318	2684	2361
EQU24_RS07235	3159	345	508	338	281	518	431	450	458	317	538	9059	6536	5722	5427	1623	1906	1718	2029	979	1655	1999	1231	6662	6799	2068	1274	1070	1459	2114	2112	1107	2000	2582	1280	1549	1666	1392	793	803	2174	1579	1534
EQU24_RS07240	1047	274	349	924	433	25970	11049	679	557	567	1082	5146	3749	4431	4177	2117	1798	1553	1484	1569	2102	1988	1222	21497	18212	4711	3147	4097	5750	7519	3064	1830	3116	3673	2966	1800	1787	1355	989	1069	3748	2385	2285
EQU24_RS07250	822	1877	3621	455	864	2042	1037	454	411	1801	2261	66722	47795	43033	32266	9681	15049	8729	10299	2597	5538	10018	6484	23099	22113	9049	7048	1928	3425	5269	5708	2867	6272	15796	19159	7890	8109	2023	1450	1162	5840	3945	3690
EQU24_RS07255	3336	3045	3924	4506	2425	4055	2756	5215	3952	2474	4785	17908	13036	12338	10381	7416	9590	7293	9578	4153	6449	8490	6817	30944	26791	12962	8231	9719	11641	19633	15602	10616	16369	10352	9133	8901	8306	8634	4698	3803	21314	16897	15410
EQU24_RS07260	969	774	1176	1432	925	834	726	1495	1375	829	1346	5895	4682	4086	3613	2226	2685	2184	3198	1088	1831	2806	1667	10216	9407	4191	2455	3873	4282	6282	5510	3845	5695	2978	2105	2389	2629	3109	1600	1682	6613	5727	5389
EQU24_RS07265	852	674	1116	1514	823	773	547	1728	1227	756	1491	9315	7128	6166	5211	2566	3270	2660	3693	1360	2309	3174	2240	11567	10348	4680	2955	2475	3530	5043	6333	3355	6062	3135	3144	2064	2374	2237	1399	1043	8488	6113	5844
EQU24_RS07275	1620	1173	1500	2831	894	976	766	3250	2376	965	2626	10055	7162	6665	5744	2950	3747	3129	4365	1406	2462	3642	2214	19433	18007	8265	5139	4977	5747	10341	9158	6503	9245	5924	5238	4756	4155	3743	1798	1825	12380	9801	9320
EQU24_RS07280	543	187	302	808	181	250	224	1104	758	279	774	4850	3565	3123	2551	741	840	755	904	552	818	1027	680	4743	4351	1932	1282	1063	1208	1843	1604	1148	1521	1244	1017	1096	944	1007	524	414	2394	1887	1738
EQU24_RS07285	1356	1475	1823	2954	959	1355	992	3381	2613	1350	3563	23631	16390	14661	12199	6441	7703	7515	9230	3786	6137	7502	5900	49486	45529	19770	12794	11435	17540	27436	25482	12621	25331	8463	9464	10023	9963	9368	6030	7507	33063	24289	22546
EQU24_RS07290	978	346	628	1285	170	314	195	1530	1310	405	1211	11528	7419	7457	6035	1279	1632	1423	2495	782	1263	1804	1197	18361	18361	8207	5300	3993	6077	9588	9163	4649	9126	5539	3047	3450	3712	3598	2073	1963	12701	9399	8594
EQU24_RS07295	462	149	263	245	78	178	117	327	242	159	424	6084	3549	4478	3627	611	860	683	1238	478	647	870	842	5749	5539	2762	1770	1412	2376	3438	3434	1699	3928	2348	801	1212	1093	735	620	444	5692	3566	3195
EQU24_RS07300	858	458	912	1068	322	483	334	1507	1271	479	1103	10008	6833	7383	6143	1365	1665	1357	2427	895	1287	1570	1392	17402	15107	8554	5412	3458	5254	7610	8757	4687	9051	5527	2640	3267	2856	2792	1452	1362	11759	8375	7920
EQU24_RS07310	891	401	515	465	253	860	588	566	341	471	1182	8725	5848	6271	5582	1260	1653	1243	1577	800	1221	1440	1241	6668	6047	2619	1902	856	1416	2258	2240	1221	2442	2157	2199	1453	1466	1175	870	549	3496	2373	2243
EQU24_RS07330	417	363	552	295	329	2010	1144	356	299	794	1312	12860	8838	9267	8412	3364	3461	2881	2710	1881	2634	3091	2226	7552	7232	3260	1863	1041	1687	2562	2359	1266	2455	2561	1822	1735	2187	1852	898	1648	2925	2223	2189
EQU24_RS07335	798	551	976	332	446	1886	1228	308	259	739	1773	7202	4642	4872	4251	3111	3776	3340	3651	2232	3314	3934	3072	12546	10905	4569	3352	1492	2713	3931	3642	1855	3832	3562	3010	2936	2430	1921	1401	1005	5040	3766	3362
EQU24_RS07340	1176	1048	1423	1577	636	1687	1075	1507	1269	840	3260	30322	19732	19870	17168	4672	6594	5466	8608	2358	4184	5750	4320	30911	31071	13865	9888	5742	10766	14457	17521	7168	17868	8961	9344	9827	6599	4351	2789	2446	26837	15972	14945
EQU24_RS07345	2010	532	634	1372	454	1077	738	1519	1344	665	1384	8122	5858	5739	5018	1798	2285	1809	2476	1011	1657	2193	1600	8729	8089	3667	2407	1889	2631	4735	3561	2091	3780	2979	2792	2200	1862	1822	891	990	4975	3747	3624
EQU24_RS07350	843	445	646	1473	544	833	524	1726	1104	636	996	8427	5893	6001	4889	1492	1907	1464	1603	880	1434	1663	1207	4384	4038	2021	1287	967	1320	1902	1702	1109	1741	1711	2420	1569	1254	969	598	565	2402	1838	1758
EQU24_RS07355	4530	1959	2388	5594	1220	1918	1368	5972	4542	1973	3936	31369	22477	20519	18207	5102	6694	4838	7619	2576	3955	5433	4752	47609	43746	18073	12072	11056	14857	23194	21491	12163	21190	12439	8439	10797	9611	11966	6206	4952	27158	18929	18032
EQU24_RS07360	1479	870	1220	2613	730	1050	795	2631	2291	1009	2451	12653	8549	8316	7152	1943	2553	1881	3036	1059	1635	2213	1720	16533	15795	7110	4529	2926	4021	5817	7100	4113	7285	4474	3247	2244	3135	3829	1913	1315	9623	6901	6434
EQU24_RS07365	603	312	359	1460	269	376	300	1627	1327	327	758	3362	2555	2240	2165	747	860	727	1174	431	632	839	470	6525	5847	2784	1603	1113	1488	2741	2851	1636	2761	1671	1005	1014	1439	1553	759	695	3254	2686	2660
EQU24_RS22310	165	135	183	532	112	267	175	766	550	207	436	2314	1555	1740	1587	496	560	509	602	268	454	613	336	1268	1033	522	306	473	439	730	634	552	616	739	259	407	518	356	213	240	666	566	542
EQU24_RS07375	77	15	28	24	16	33	23	24	30	25	39	640	436	534	527	57	53	40	84	22	42	56	43	434	346	159	108	1847	2618	3481	1865	945	1937	695	103	991	707	155	814	518	2460	1554	1511
EQU24_RS07380	1908	2696	2654	5179	723	2306	1653	3128	3091	2180	6891	36768	25670	22381	19497	9803	12719	8128	13716	4883	6973	8671	7940	145287	116334	61477	40689	64139	96593	139989	81239	43484	84052	29044	21549	38583	22499	28429	18199	14504	114471	76962	71533
EQU24_RS07385	504	3624	5301	1757	1275	4314	2909	1544	760	5686	9038	88399	64010	59706	51062	26257	34882	21489	32693	13828	20036	22071	22315	161440	135201	68034	47762	37026	62383	76258	69357	33445	70697	39963	26094	39892	30670	25965	22869	18011	93152	65242	55566
EQU24_RS07390	195	2573	2580	202	949	1585	1053	242	70	1851	5163	47952	34266	33034	27557	5172	7498	4208	7441	2819	4257	5135	5375	51322	49177	17955	14140	12695	20039	24667	28924	14482	28617	9304	12922	12364	9967	6196	5583	2957	42824	25380	21958
EQU24_RS07395	363	2376	2428	6307	1161	1229	853	7588	3383	1527	6105	39345	28440	23816	20683	6821	8279	5472	10588	2903	4431	7372	4758	92164	82072	29987	22369	31062	37957	56525	48854	28556	47295	14400	15876	17433	14040	10210	6853	6017	63401	43340	39166
EQU24_RS07400	1020	619	688	2856	252	240	261	2903	2273	429	2383	14706	9829	8178	7741	1764	2380	1766	2990	720	1213	1746	1303	30941	27606	13922	8562	9917	15540	21017	20180	10021	19932	5930	4040	6871	5184	4977	3212	2452	31742	22745	20257
EQU24_RS07405	2376	2803	2939	14234	1427	859	930	14251	12854	2050	7406	21934	16220	12811	11926	3777	4974	3293	6304	1772	2607	3761	3017	64224	56847	29313	18336	21279	27696	45773	36274	22446	37927	12568	10419	11258	10623	10916	6400	4624	54641	40415	37739
EQU24_RS07410	297	504	683	374	300	463	295	454	292	575	1797	237	215	231	229	986	1302	785	1151	526	794	807	1038	15089	13227	5697	4112	3085	4497	5601	6029	3408	6244	3828	1993	2330	2865	2257	1849	902	9544	5924	5440
EQU24_RS07415	354	1235	2726	776	760	2560	1799	742	606	2895	6354	18060	13579	13066	12296	5526	7632	4802	6255	2993	4514	5335	5222	40621	36055	13602	9391	6044	10375	12324	13360	6693	14044	12199	5752	6296	7686	6375	4940	4601	18133	12713	11205
EQU24_RS07420	77	53	114	455	31	128	100	550	378	115	661	3714	2419	3115	2935	679	798	684	722	348	605	855	437	4656	3303	1699	1031	1615	1656	2227	1969	1251	1910	1572	662	1154	1320	955	721	643	2071	1621	1298
EQU24_RS07425	213	85	120	1331	47	329	198	1599	1239	192	795	4663	2888	3573	3608	665	773	583	636	444	641	832	584	2705	2720	912	639	601	962	1097	890	486	979	1594	404	831	817	658	368	570	1185	761	712
EQU24_RS07430	582	151	304	983	122	384	275	1375	994	212	780	6212	3881	4529	4450	1343	1233	1403	1202	924	1528	1417	719	4273	3860	1659	1233	602	1028	1437	1632	710	1459	1840	827	1265	1311	655	430	410	2402	1594	1520
EQU24_RS07435	594	351	835	616	304	601	459	822	765	558	1642	13899	9689	9721	8740	4407	4119	4390	4000	3616	5598	4870	2489	12776	12886	4444	2694	967	2158	2932	2966	1036	2943	3246	2476	2491	3359	1212	861	684	3810	2692	2552
EQU24_RS07440	669	4063	5194	2417	4364	4394	2940	2398	1591	2742	10330	41023	32292	26418	28918	34201	30201	28795	28359	33329	41471	33883	20657	73995	73111	21336	14270	8923	15440	23194	24446	10376	23829	13125	14925	10495	19543	9461	7577	4914	31076	22184	21050
EQU24_RS07445	936	60	99	192	38	377	196	543	504	98	327	1288	916	864	816	763	919	821	892	473	803	836	817	3939	3371	1520	1006	876	1596	2241	1967	1003	2097	614	467	862	799	871	539	636	3100	2059	1929
EQU24_RS07450	3396	672	748	438	282	426	271	924	873	295	621	4193	2788	2559	2248	1083	1423	1163	2178	665	1073	1420	1153	8691	8265	3527	2564	1826	2853	3837	4532	2278	4921	1679	1155	1849	1627	1678	1146	878	6889	4182	3877
EQU24_RS07455	207	86	138	98	75	290	184	168	187	118	203	605	475	440	394	462	576	460	558	263	434	645	389	1221	991	404	269	228	287	465	538	350	549	383	208	266	394	323	171	227	615	524	436
EQU24_RS22915	153	60	76	36	47	191	116	76	72	69	182	667	402	385	363	333	425	287	360	242	304	412	362	1164	1070	325	273	132	150	280	359	209	442	238	161	142	202	143	109	90	561	334	333
EQU24_RS07465	927	221	387	206	209	849	499	269	267	377	657	3384	2406	2288	2158	1904	2074	1847	1908	1462	2315	2357	1489	5086	4273	1995	1498	591	1066	1689	2107	1097	2221	1233	1378	914	1169	713	509	358	3227	2133	2050
EQU24_RS07470	282	31	68	53	27	175	137	109	69	65	108	1906	1272	1170	1123	515	561	570	549	562	805	743	469	1824	1633	634	432	192	340	543	560	293	632	421	405	324	486	240	221	125	797	547	512
EQU24_RS07475	348	43	65	166	30	205	139	297	246	67	111	1085	792	797	746	427	417	389	335	412	524	445	392	1385	1227	468	352	184	283	440	457	244	441	279	212	239	305	304	207	145	546	428	384
EQU24_RS07480	651	178	252	125	124	863	415	220	113	339	604	3365	2440	2904	2383	885	1019	935	910	590	936	1017	726	3194	2021	1452	1088	671	916	1429	1017	746	1258	1872	1424	1170	1015	592	543	258	1449	969	965
EQU24_RS07485	1581	697	1051	1190	647	1411	991	1534	1167	673	1818	13045	9307	7782	7076	2055	2483	2157	3083	1212	1869	3121	1857	16035	16238	6473	3952	3272	4327	6788	6829	3826	6675	5064	3523	3333	3348	3710	2062	2110	9150	6615	5949
EQU24_RS22315	147	12	7	8	2	19	10	16	14	22	28	228	146	196	172	27	20	11	14	5	9	14	14	23	8	9	12	13	13	24	20	8	15	42	16	15	16	7	8	4	26	20	12
EQU24_RS07490	1356	63	90	88	44	247	128	202	148	118	158	833	637	587	537	403	468	380	332	270	456	397	305	1099	866	368	250	170	283	421	322	159	365	422	253	330	327	259	250	163	410	315	261
EQU24_RS07495	210	25	47	6	12	55	51	14	8	29	36	298	239	212	223	45	66	52	43	30	51	66	38	330	285	99	86	46	115	174	138	64	151	146	97	98	105	62	74	75	179	147	133
EQU24_RS07500	351	25	31	59	23	116	70	160	164	70	61	543	391	462	359	191	274	156	158	137	194	230	155	861	803	297	202	139	206	312	282	184	256	250	220	169	227	217	163	133	310	231	208
EQU24_RS07505	477	43	54	59	18	192	156	185	172	118	83	1083	815	739	742	332	378	249	282	215	268	356	205	938	857	300	212	165	263	360	332	198	311	287	255	219	276	223	239	199	365	283	235
EQU24_RS07510	3618	633	867	408	602	1121	804	729	708	807	863	8670	6099	5749	5058	2016	2290	1877	2189	1146	1670	2298	1616	8035	7529	2952	2090	1797	2433	3341	3167	1766	2934	2772	1918	1840	2032	3058	2017	1597	3398	2585	2304
EQU24_RS07515	2274	305	381	378	215	479	394	561	550	439	320	4569	3134	3032	2493	776	853	758	876	439	687	928	634	2928	2510	1065	774	696	952	1388	978	611	966	1226	714	768	772	734	440	333	1144	788	724
EQU24_RS07520	1404	71	176	99	84	242	150	182	151	194	190	2301	1800	1688	1433	457	492	429	503	316	443	536	395	1590	1351	700	520	321	426	649	462	334	480	647	405	382	380	410	287	222	666	522	435
EQU24_RS22320	153	34	50	19	35	87	51	30	45	58	102	349	259	296	276	137	83	98	105	77	102	118	104	414	346	130	114	98	186	206	169	72	192	138	62	62	78	128	105	75	223	141	128
EQU24_RS07525	537	544	758	16	627	1085	577	32	33	680	834	2196	1905	1862	1804	1352	1116	796	824	885	1143	1033	644	1626	954	721	585	321	586	609	688	359	641	1670	1039	889	915	378	498	301	912	634	581
EQU24_RS07530	234	213	307	77	299	1036	517	82	71	331	489	3099	2399	2410	2143	556	645	477	707	402	571	696	457	3240	2878	1256	902	545	1189	1478	1644	620	1792	1031	1011	1058	1087	665	913	674	2502	1597	1470
EQU24_RS07535	264	244	413	33	401	893	673	69	42	378	521	1704	1206	1219	1149	754	1055	708	1040	615	921	1183	884	5615	5002	2438	1862	809	1425	2092	1731	922	2110	1268	1306	1110	1086	1357	988	678	2999	1778	1527
EQU24_RS07545	294	209	301	502	190	1017	703	633	491	406	947	5903	4181	4209	3846	964	1171	866	993	640	990	1247	935	4166	4084	1428	1066	749	1190	1862	1624	859	1703	1470	667	796	777	1056	754	951	2205	1580	1393
EQU24_RS07550	210	189	304	476	229	1009	672	610	401	365	879	3491	2414	3027	2670	777	773	635	633	425	696	788	510	4536	3574	1390	1019	728	947	1626	1251	848	1299	1017	681	799	879	1268	491	661	1459	1246	1065
EQU24_RS07555	291	120	244	402	133	740	472	537	429	272	529	348	224	276	244	404	428	343	376	243	316	460	298	1654	1409	668	428	301	413	672	596	333	566	585	286	380	465	441	205	252	759	561	528
EQU24_RS07565	261	53	100	143	52	337	175	207	156	161	262	2368	1491	1974	1783	225	264	230	253	136	239	321	180	609	628	199	151	197	277	426	312	191	297	419	73	215	212	266	197	182	314	292	235
EQU24_RS07570	222	50	158	90	51	348	253	145	94	118	312	1553	867	1498	1311	308	363	264	380	209	309	385	284	1268	1190	571	408	123	258	343	329	141	410	538	333	346	266	196	176	93	583	422	373
EQU24_RS07575	285	41	107	17	52	217	140	13	7	102	233	1463	1076	1257	1171	177	249	202	320	136	203	330	167	1024	965	526	424	176	326	463	392	201	478	620	419	409	363	183	196	93	717	475	394
EQU24_RS07580	1539	394	610	392	357	1057	716	711	541	595	1271	6144	4375	4785	4391	1301	1505	1345	1697	810	1296	1813	1103	6508	5533	2732	1926	1472	2043	3218	2366	1743	2673	2835	1445	1717	1361	1454	871	684	3495	2660	2406
EQU24_RS07585	315	118	183	316	117	496	306	457	369	228	389	2441	1760	1786	1815	598	664	548	663	359	540	756	445	3343	3147	1140	715	758	851	1276	930	674	983	926	404	600	595	1012	466	717	1064	901	788
EQU24_RS07590	684	323	496	511	328	566	449	616	542	406	728	3250	2526	1917	1690	1229	1382	1387	1673	749	1278	1656	948	5460	4385	2199	1499	1646	2012	3177	2370	1644	2462	1949	2092	1423	1054	692	494	288	3172	2371	2201
EQU24_RS07595	399	142	221	168	151	300	248	216	193	239	363	985	695	648	531	458	566	359	500	356	432	498	450	2705	2152	1128	811	699	951	1276	916	677	1051	1005	730	594	408	372	227	194	1315	947	834
EQU24_RS07600	630	242	330	368	248	380	372	496	464	360	537	2495	1991	1707	1490	684	790	678	736	435	654	779	487	3899	3029	1554	1010	1033	1189	1787	1110	957	1307	1336	1002	883	644	669	292	332	1512	1218	1157
EQU24_RS07605	441	14	21	13	10	44	29	18	9	32	98	1253	714	1033	885	83	94	89	83	45	68	90	37	608	523	237	181	170	201	245	161	159	210	441	192	205	214	127	86	77	310	212	180
EQU24_RS07610	315	49	97	175	42	346	191	269	221	127	288	985	704	705	673	473	488	394	450	290	457	454	358	2769	2680	984	591	565	658	952	837	496	798	761	373	417	484	871	444	608	930	751	640
EQU24_RS07615	273	134	196	124	119	760	503	227	171	234	517	1480	902	1099	1008	625	830	582	829	423	617	875	570	3060	2795	1052	749	360	565	881	886	417	891	682	554	451	555	644	408	382	1023	716	697
EQU24_RS07625	333	54	79	59	50	167	84	93	51	76	170	907	595	600	647	231	267	250	365	128	232	330	201	1590	1416	557	427	163	275	434	470	222	541	331	236	226	228	245	200	121	702	469	388
EQU24_RS07630	2526	109	200	311	83	158	94	599	391	144	287	4262	2982	2775	2359	446	568	545	846	314	461	742	507	3372	3311	1382	869	475	832	1331	1327	620	1344	944	558	534	555	695	413	489	1755	1230	1117
EQU24_RS07635	1191	46	101	113	37	89	77	192	172	58	145	3179	1952	2129	1746	289	317	298	473	184	270	388	200	1898	2021	585	391	246	324	634	630	351	643	690	360	335	341	337	177	281	862	670	668
EQU24_RS07640	402	40	46	53	20	77	39	66	49	37	199	328	219	283	225	181	213	161	204	105	190	129	140	1507	1093	842	567	610	747	1120	837	630	982	479	272	456	239	558	239	214	1531	1135	993
EQU24_RS07645	639	112	178	259	95	385	345	334	326	151	457	4937	3507	3578	3103	773	826	715	770	437	726	794	562	4093	3837	1567	1028	1085	1316	2097	1777	1230	1834	1655	985	918	800	922	548	561	2713	2033	1828
